,KIC
46279,11019570
46280,11019579
46281,11019612
46282,11019633
46283,11019642
46284,11019739
46285,11019790
46286,11019829
46287,11020007
46288,11020073
46289,11020169
46290,11020366
46291,11020426
46292,11020434
46293,11020444
46294,11020579
46295,11020631
46296,11020662
46297,11020668
46298,11020693
46299,11020702
46300,11020725
46301,11020747
46302,11020789
46303,11020795
46304,11020858
46305,11020860
46306,11020891
46307,11020915
46308,11020980
46309,11021069
46310,11021087
46311,11021139
46312,11021197
46313,11021198
46314,11021220
46315,11021377
46316,11021379
46317,11021439
46318,11021464
46319,11021558
46320,11021584
46321,11025532
46322,11025583
46323,11025629
46324,11025639
46325,11025640
46326,11025661
46327,11025723
46328,11025729
46329,11025838
46330,11025894
46331,11025934
46332,11025991
46333,11026153
46334,11026269
46335,11026304
46336,11026373
46337,11026612
46338,11026724
46339,11026745
46340,11026777
46341,11026847
46342,11026855
46343,11026877
46344,11026914
46345,11026925
46346,11026927
46347,11026966
46348,11027000
46349,11027001
46350,11027179
46351,11027238
46352,11027318
46353,11027476
46354,11027577
46355,11027582
46356,11027590
46357,11027601
46358,11027669
46359,11027679
46360,11027724
46361,11027822
46362,11027832
46363,11027861
46364,11027942
46365,11027971
46366,11028072
46367,11028080
46368,11028159
46369,11028193
46370,11028263
46371,11028299
46372,11028319
46373,11028338
46374,11028411
46375,11028683
46376,11028704
46377,11028761
46378,11028812
46379,11028853
46380,11028868
46381,11028883
46382,11028885
46383,11028964
46384,11029066
46385,11029145
46386,11029358
46387,11029378
46388,11029428
46389,11029439
46390,11029491
46391,11029555
46392,11029626
46393,11029637
46394,11029754
46395,11029842
46396,11029873
46397,11029922
46398,11029931
46399,11029949
46400,11030085
46401,11030170
46402,11030535
46403,11030578
46404,11030653
46405,11030741
46406,11030812
46407,11030872
46408,11030931
46409,11030946
46410,11031450
46411,11031622
46412,11031710
46413,11031771
46414,11031828
46415,11031912
46416,11032215
46417,11032239
46418,11032284
46419,11032289
46420,11032305
46421,11032550
46422,11032573
46423,11032748
46424,11032780
46425,11032823
46426,11032884
46427,11032961
46428,11032988
46429,11033016
46430,11033086
46431,11033154
46432,11033167
46433,11033205
46434,11033254
46435,11033259
46436,11033268
46437,11033275
46438,11033307
46439,11033483
46440,11033504
46441,11033522
46442,11033729
46443,11033731
46444,11033763
46445,11033766
46446,11033777
46447,11033923
46448,11034017
46449,11034093
46450,11034195
46451,11036155
46452,11036245
46453,11036246
46454,11036375
46455,11036460
46456,11036596
46457,11036614
46458,11036642
46459,11036749
46460,11036826
46461,11036930
46462,11037128
46463,11037213
46464,11037320
46465,11037364
46466,11037412
46467,11037564
46468,11037686
46469,11037707
46470,11037755
46471,11037801
46472,11037935
46473,11038074
46474,11038110
46475,11038129
46476,11038230
46477,11038284
46478,11038309
46479,11038366
46480,11038404
46481,11038441
46482,11038497
46483,11038626
46484,11042201
46485,11042348
46486,11042487
46487,11042584
46488,11042667
46489,11042693
46490,11042714
46491,11042897
46492,11042922
46493,11042974
46494,11043281
46495,11043446
46496,11043643
46497,11043815
46498,11043891
46499,11043943
46500,11043962
46501,11044001
46502,11044055
46503,11044124
46504,11044179
46505,11044207
46506,11044251
46507,11044297
46508,11044385
46509,11044446
46510,11044449
46511,11044476
46512,11044548
46513,11044684
46514,11044886
46515,11045008
46516,11045074
46517,11045102
46518,11045172
46519,11045302
46520,11045383
46521,11045404
46522,11045409
46523,11045447
46524,11045522
46525,11045551
46526,11045795
46527,11045844
46528,11045856
46529,11045872
46530,11045986
46531,11046025
46532,11046216
46533,11046341
46534,11046355
46535,11046458
46536,11046630
46537,11046932
46538,11046989
46539,11046998
46540,11047112
46541,11067728
46542,11067759
46543,11067767
46544,11067843
46545,11067851
46546,11067943
46547,11067986
46548,11068058
46549,11068350
46550,11068470
46551,11068507
46552,11068549
46553,11068630
46554,11068692
46555,11068709
46556,11068715
46557,11068758
46558,11068795
46559,11068859
46560,11068887
46561,11068996
46562,11069019
46563,11069036
46564,11069068
46565,11069103
46566,11069176
46567,11069324
46568,11069343
46569,11069435
46570,11069476
46571,11069573
46572,11069609
46573,11069639
46574,11069659
46575,11069662
46576,11069694
46577,11069701
46578,11069751
46579,11071004
46580,11071009
46581,11071054
46582,11071161
46583,11071209
46584,11071218
46585,11071247
46586,11071254
46587,11071342
46588,11071399
46589,11071405
46590,11071432
46591,11071518
46592,11072041
46593,11072054
46594,11072072
46595,11072091
46596,11072129
46597,11072292
46598,11072330
46599,11072353
46600,11072382
46601,11072394
46602,11072418
46603,11072460
46604,11072464
46605,11072481
46606,11072604
46607,11072681
46608,11072687
46609,11072823
46610,11073029
46611,11073124
46612,11073181
46613,11073194
46614,11073237
46615,11073289
46616,11073357
46617,11073408
46618,11073559
46619,11073562
46620,11073569
46621,11073621
46622,11073622
46623,11073632
46624,11073656
46625,11073659
46626,11073672
46627,11073695
46628,11073727
46629,11073818
46630,11073830
46631,11073839
46632,11073849
46633,11073900
46634,11073906
46635,11074010
46636,11074048
46637,11074087
46638,11074098
46639,11074134
46640,11074135
46641,11074145
46642,11074160
46643,11074178
46644,11074253
46645,11074275
46646,11074521
46647,11074531
46648,11074541
46649,11074612
46650,11074619
46651,11074641
46652,11074643
46653,11074679
46654,11074732
46655,11074804
46656,11074886
46657,11075038
46658,11075043
46659,11075089
46660,11075102
46661,11075176
46662,11075222
46663,11075279
46664,11075383
46665,11075390
46666,11075410
46667,11075435
46668,11075480
46669,11075488
46670,11075499
46671,11075520
46672,11075616
46673,11075625
46674,11075708
46675,11075720
46676,11075737
46677,11075788
46678,11075987
46679,11076069
46680,11076199
46681,11076284
46682,11076344
46683,11076400
46684,11076477
46685,11076566
46686,11079800
46687,11079816
46688,11080011
46689,11080039
46690,11080107
46691,11080186
46692,11080257
46693,11080405
46694,11080416
46695,11080437
46696,11080481
46697,11080489
46698,11080522
46699,11080524
46700,11080555
46701,11080557
46702,11080688
46703,11080702
46704,11080711
46705,11080894
46706,11081036
46707,11081042
46708,11081133
46709,11081233
46710,11081252
46711,11081282
46712,11081404
46713,11081423
46714,11081507
46715,11081512
46716,11081526
46717,11081539
46718,11081547
46719,11081599
46720,11081611
46721,11081617
46722,11081642
46723,11081756
46724,11081776
46725,11081830
46726,11081873
46727,11081874
46728,11081971
46729,11082029
46730,11082031
46731,11082044
46732,11082087
46733,11082098
46734,11082138
46735,11082243
46736,11082262
46737,11082324
46738,11082391
46739,11082428
46740,11082527
46741,11082570
46742,11082576
46743,11082584
46744,11082591
46745,11082612
46746,11082696
46747,11082699
46748,11082722
46749,11082733
46750,11082989
46751,11083008
46752,11083030
46753,11083086
46754,11083148
46755,11083227
46756,11083288
46757,11083420
46758,11083439
46759,11083446
46760,11083449
46761,11083473
46762,11083496
46763,11083532
46764,11083572
46765,11083648
46766,11083719
46767,11083738
46768,11083822
46769,11083876
46770,11083929
46771,11083931
46772,11083960
46773,11084073
46774,11084099
46775,11084129
46776,11084134
46777,11084203
46778,11084205
46779,11084262
46780,11084266
46781,11084337
46782,11084406
46783,11084516
46784,11084548
46785,11084569
46786,11084650
46787,11084861
46788,11084869
46789,11084931
46790,11085139
46791,11085412
46792,11085503
46793,11085764
46794,11085818
46795,11085844
46796,11085855
46797,11085959
46798,11086012
46799,11086108
46800,11086189
46801,11086321
46802,11086326
46803,11086359
46804,11086491
46805,11086499
46806,11086545
46807,11086551
46808,11086570
46809,11086601
46810,11086639
46811,11086661
46812,11086766
46813,11086769
46814,11086841
46815,11086878
46816,11086906
46817,11086969
46818,11087071
46819,11087095
46820,11087174
46821,11087188
46822,11087231
46823,11087253
46824,11087275
46825,11087283
46826,11087299
46827,11087336
46828,11087438
46829,11087452
46830,11087556
46831,11087640
46832,11087702
46833,11087802
46834,11087862
46835,11087864
46836,11087900
46837,11087924
46838,11087984
46839,11088038
46840,11088118
46841,11088236
46842,11090254
46843,11090286
46844,11090455
46845,11090481
46846,11090488
46847,11090511
46848,11090516
46849,11090537
46850,11090571
46851,11090649
46852,11090678
46853,11091008
46854,11091009
46855,11091049
46856,11091314
46857,11091337
46858,11091386
46859,11091448
46860,11091499
46861,11091510
46862,11091607
46863,11091650
46864,11091684
46865,11091834
46866,11091846
46867,11091965
46868,11092105
46869,11092203
46870,11092224
46871,11092351
46872,11092432
46873,11092463
46874,11092489
46875,11092572
46876,11092650
46877,11092738
46878,11092794
46879,11093133
46880,11093228
46881,11093638
46882,11097270
46883,11097489
46884,11097666
46885,11097788
46886,11097839
46887,11097917
46888,11097925
46889,11097928
46890,11098006
46891,11098023
46892,11098140
46893,11098205
46894,11098213
46895,11098350
46896,11098364
46897,11098471
46898,11098520
46899,11098591
46900,11098624
46901,11098728
46902,11098989
46903,11099229
46904,11099259
46905,11099299
46906,11099314
46907,11099430
46908,11099444
46909,11099510
46910,11099531
46911,11099564
46912,11099570
46913,11099728
46914,11099765
46915,11099809
46916,11099818
46917,11099905
46918,11100024
46919,11100054
46920,11100383
46921,11100404
46922,11100448
46923,11100500
46924,11100569
46925,11100573
46926,11100657
46927,11100689
46928,11121345
46929,11121412
46930,11121505
46931,11121557
46932,11121604
46933,11121673
46934,11121713
46935,11121789
46936,11121792
46937,11121847
46938,11121880
46939,11121985
46940,11122057
46941,11122061
46942,11122078
46943,11122491
46944,11122518
46945,11122751
46946,11122847
46947,11122894
46948,11124167
46949,11124274
46950,11124303
46951,11124340
46952,11124353
46953,11124366
46954,11124511
46955,11124556
46956,11124703
46957,11124741
46958,11124770
46959,11125072
46960,11125105
46961,11125263
46962,11125454
46963,11125546
46964,11125581
46965,11125613
46966,11125615
46967,11125757
46968,11125797
46969,11125802
46970,11125856
46971,11125860
46972,11125998
46973,11126004
46974,11126038
46975,11126178
46976,11126267
46977,11126298
46978,11126301
46979,11126314
46980,11126330
46981,11126349
46982,11126381
46983,11126390
46984,11126480
46985,11126654
46986,11126676
46987,11126693
46988,11126719
46989,11126912
46990,11126914
46991,11127052
46992,11127102
46993,11127185
46994,11127209
46995,11127216
46996,11127229
46997,11127436
46998,11127465
46999,11127484
47000,11127629
47001,11127739
47002,11127791
47003,11127804
47004,11127820
47005,11128024
47006,11128070
47007,11128257
47008,11128380
47009,11128400
47010,11128414
47011,11128418
47012,11128472
47013,11128516
47014,11128556
47015,11128600
47016,11128651
47017,11128748
47018,11128836
47019,11128979
47020,11129044
47021,11129083
47022,11129134
47023,11129145
47024,11129171
47025,11129172
47026,11129456
47027,11129468
47028,11129501
47029,11129515
47030,11129582
47031,11129702
47032,11129752
47033,11129832
47034,11129954
47035,11132999
47036,11133193
47037,11133256
47038,11133368
47039,11133422
47040,11133468
47041,11133608
47042,11133611
47043,11133635
47044,11133684
47045,11133744
47046,11133776
47047,11133844
47048,11133857
47049,11133900
47050,11133917
47051,11134002
47052,11134051
47053,11134089
47054,11134094
47055,11134107
47056,11134131
47057,11134171
47058,11134176
47059,11134350
47060,11134395
47061,11134412
47062,11134447
47063,11134461
47064,11134573
47065,11134629
47066,11134691
47067,11134879
47068,11134954
47069,11134973
47070,11135022
47071,11135043
47072,11135065
47073,11135100
47074,11135108
47075,11135191
47076,11135231
47077,11135275
47078,11135303
47079,11135372
47080,11135449
47081,11135486
47082,11135491
47083,11135657
47084,11135674
47085,11135883
47086,11136012
47087,11136077
47088,11136114
47089,11136121
47090,11136130
47091,11136173
47092,11136235
47093,11136412
47094,11136417
47095,11136568
47096,11136629
47097,11136684
47098,11136757
47099,11136762
47100,11136776
47101,11136812
47102,11136900
47103,11136902
47104,11137061
47105,11137180
47106,11137198
47107,11137289
47108,11137355
47109,11137358
47110,11137471
47111,11137544
47112,11137738
47113,11137770
47114,11137856
47115,11137879
47116,11137989
47117,11137995
47118,11138155
47119,11138211
47120,11138236
47121,11138312
47122,11138440
47123,11138446
47124,11138482
47125,11138528
47126,11138572
47127,11138613
47128,11138842
47129,11138903
47130,11139370
47131,11139495
47132,11139571
47133,11139679
47134,11139685
47135,11139692
47136,11139763
47137,11139767
47138,11139844
47139,11139898
47140,11139998
47141,11140006
47142,11140022
47143,11140076
47144,11140119
47145,11140132
47146,11140155
47147,11140181
47148,11140228
47149,11140291
47150,11140355
47151,11140401
47152,11140447
47153,11140504
47154,11140573
47155,11140592
47156,11140607
47157,11140626
47158,11140627
47159,11140687
47160,11140692
47161,11140804
47162,11140858
47163,11140896
47164,11140934
47165,11141026
47166,11141039
47167,11141091
47168,11141115
47169,11141272
47170,11141320
47171,11141349
47172,11141391
47173,11141462
47174,11143577
47175,11143616
47176,11143694
47177,11143944
47178,11143972
47179,11144047
47180,11144072
47181,11144105
47182,11144439
47183,11144443
47184,11144451
47185,11144453
47186,11144465
47187,11144593
47188,11144607
47189,11144673
47190,11144679
47191,11144782
47192,11144943
47193,11144951
47194,11145097
47195,11145162
47196,11145166
47197,11145230
47198,11145242
47199,11145253
47200,11145298
47201,11145316
47202,11145391
47203,11145398
47204,11145637
47205,11145658
47206,11145732
47207,11145769
47208,11145908
47209,11145973
47210,11146246
47211,11146406
47212,11146452
47213,11146462
47214,11146611
47215,11146702
47216,11146713
47217,11146998
47218,11147136
47219,11147150
47220,11147152
47221,11147155
47222,11147170
47223,11147298
47224,11147511
47225,11147603
47226,11147732
47227,11147814
47228,11147884
47229,11147969
47230,11147996
47231,11151624
47232,11151688
47233,11151718
47234,11151743
47235,11151768
47236,11151908
47237,11151935
47238,11151954
47239,11151992
47240,11152016
47241,11152044
47242,11152057
47243,11152066
47244,11152159
47245,11152200
47246,11152254
47247,11152255
47248,11152272
47249,11152308
47250,11152417
47251,11152463
47252,11152491
47253,11152495
47254,11152623
47255,11152819
47256,11152934
47257,11152969
47258,11152970
47259,11152999
47260,11153012
47261,11153064
47262,11153154
47263,11153180
47264,11153204
47265,11153346
47266,11153370
47267,11153402
47268,11153448
47269,11153474
47270,11153522
47271,11153557
47272,11153865
47273,11153867
47274,11153914
47275,11175114
47276,11175133
47277,11175186
47278,11175387
47279,11175403
47280,11175475
47281,11175535
47282,11175568
47283,11175626
47284,11175749
47285,11175767
47286,11175768
47287,11175984
47288,11176026
47289,11176127
47290,11176239
47291,11177459
47292,11177676
47293,11177707
47294,11177716
47295,11177741
47296,11177871
47297,11177950
47298,11177962
47299,11178069
47300,11178071
47301,11178080
47302,11178155
47303,11178166
47304,11178256
47305,11178331
47306,11178343
47307,11178353
47308,11178356
47309,11178491
47310,11178647
47311,11178728
47312,11178750
47313,11178871
47314,11178886
47315,11178914
47316,11179076
47317,11179077
47318,11179320
47319,11179325
47320,11179336
47321,11179457
47322,11179468
47323,11179498
47324,11179525
47325,11179542
47326,11179559
47327,11179565
47328,11179750
47329,11179800
47330,11179897
47331,11179952
47332,11180003
47333,11180022
47334,11180103
47335,11180128
47336,11180130
47337,11180211
47338,11180250
47339,11180253
47340,11180277
47341,11180284
47342,11180329
47343,11180440
47344,11180608
47345,11180609
47346,11180691
47347,11180710
47348,11180835
47349,11180972
47350,11181072
47351,11181079
47352,11181089
47353,11181194
47354,11181257
47355,11181258
47356,11181281
47357,11181418
47358,11181441
47359,11181448
47360,11181468
47361,11181628
47362,11181653
47363,11181676
47364,11181711
47365,11181745
47366,11181817
47367,11181842
47368,11181897
47369,11181992
47370,11182003
47371,11182025
47372,11182036
47373,11182061
47374,11182078
47375,11182097
47376,11182164
47377,11182213
47378,11182239
47379,11182440
47380,11182441
47381,11182527
47382,11182576
47383,11182611
47384,11182716
47385,11182742
47386,11182818
47387,11182890
47388,11182894
47389,11182897
47390,11182902
47391,11182997
47392,11183050
47393,11183120
47394,11183145
47395,11183507
47396,11183567
47397,11183752
47398,11183754
47399,11183795
47400,11186450
47401,11186455
47402,11186615
47403,11186658
47404,11186681
47405,11186764
47406,11186769
47407,11186840
47408,11186920
47409,11187021
47410,11187057
47411,11187180
47412,11187255
47413,11187332
47414,11187393
47415,11187436
47416,11187438
47417,11187491
47418,11187499
47419,11187513
47420,11187624
47421,11187717
47422,11188013
47423,11188061
47424,11188090
47425,11188109
47426,11188256
47427,11188344
47428,11188381
47429,11188460
47430,11188628
47431,11188735
47432,11188795
47433,11188817
47434,11188895
47435,11188964
47436,11189005
47437,11189183
47438,11189202
47439,11189267
47440,11189297
47441,11189336
47442,11189451
47443,11189468
47444,11189488
47445,11189531
47446,11189820
47447,11189849
47448,11189880
47449,11189908
47450,11190040
47451,11190062
47452,11190063
47453,11190137
47454,11190163
47455,11190290
47456,11190306
47457,11190377
47458,11190403
47459,11190412
47460,11190511
47461,11190513
47462,11190519
47463,11190522
47464,11190538
47465,11190555
47466,11190616
47467,11190759
47468,11190767
47469,11190828
47470,11190862
47471,11190900
47472,11190906
47473,11190936
47474,11190938
47475,11190988
47476,11191143
47477,11191184
47478,11191266
47479,11191281
47480,11191314
47481,11191327
47482,11191464
47483,11191514
47484,11191524
47485,11191566
47486,11191728
47487,11191732
47488,11191800
47489,11191885
47490,11192020
47491,11192065
47492,11192119
47493,11192282
47494,11192334
47495,11192639
47496,11192716
47497,11192936
47498,11192972
47499,11192974
47500,11192996
47501,11192998
47502,11193066
47503,11193087
47504,11193107
47505,11193272
47506,11193279
47507,11193334
47508,11193342
47509,11193444
47510,11193511
47511,11193578
47512,11193603
47513,11193619
47514,11193678
47515,11193832
47516,11193894
47517,11194032
47518,11194046
47519,11196089
47520,11196146
47521,11196252
47522,11196259
47523,11196422
47524,11196519
47525,11196553
47526,11196584
47527,11196613
47528,11196655
47529,11196681
47530,11196718
47531,11196778
47532,11196855
47533,11196862
47534,11196884
47535,11196914
47536,11196928
47537,11197060
47538,11197252
47539,11197319
47540,11197355
47541,11197395
47542,11197476
47543,11197512
47544,11197517
47545,11197580
47546,11197664
47547,11197665
47548,11197834
47549,11197838
47550,11197846
47551,11197859
47552,11197878
47553,11197882
47554,11197911
47555,11197991
47556,11198077
47557,11198087
47558,11198107
47559,11198183
47560,11198234
47561,11198449
47562,11198524
47563,11198603
47564,11198648
47565,11198716
47566,11198829
47567,11198864
47568,11198970
47569,11199096
47570,11199124
47571,11199125
47572,11199168
47573,11199179
47574,11199203
47575,11199438
47576,11199457
47577,11199470
47578,11199584
47579,11199598
47580,11199686
47581,11199821
47582,11200002
47583,11200017
47584,11200073
47585,11200133
47586,11200139
47587,11200185
47588,11200191
47589,11200213
47590,11200358
47591,11200365
47592,11200366
47593,11200373
47594,11200427
47595,11200702
47596,11201321
47597,11204828
47598,11204837
47599,11204881
47600,11204882
47601,11204886
47602,11205192
47603,11205211
47604,11205319
47605,11205394
47606,11205485
47607,11205503
47608,11205551
47609,11205566
47610,11205601
47611,11205828
47612,11205918
47613,11205962
47614,11206376
47615,11206454
47616,11228513
47617,11228515
47618,11228522
47619,11228848
47620,11228933
47621,11229059
47622,11229118
47623,11229196
47624,11230525
47625,11230536
47626,11230551
47627,11230554
47628,11230598
47629,11230649
47630,11230667
47631,11230686
47632,11230741
47633,11230746
47634,11230763
47635,11230780
47636,11230837
47637,11230855
47638,11230884
47639,11230913
47640,11230989
47641,11231142
47642,11231162
47643,11231311
47644,11231339
47645,11231362
47646,11231375
47647,11231419
47648,11231446
47649,11231447
47650,11231635
47651,11231649
47652,11231665
47653,11231672
47654,11231698
47655,11231742
47656,11231816
47657,11231836
47658,11231871
47659,11231999
47660,11232085
47661,11232091
47662,11232171
47663,11232298
47664,11232672
47665,11232745
47666,11233035
47667,11233099
47668,11233137
47669,11233168
47670,11233180
47671,11233212
47672,11233233
47673,11233238
47674,11233327
47675,11233494
47676,11233507
47677,11233526
47678,11233617
47679,11233644
47680,11233667
47681,11233704
47682,11233786
47683,11233789
47684,11233834
47685,11233878
47686,11233935
47687,11233953
47688,11233967
47689,11233983
47690,11234085
47691,11234125
47692,11234174
47693,11234197
47694,11234219
47695,11234289
47696,11234362
47697,11234385
47698,11234457
47699,11234507
47700,11234616
47701,11234638
47702,11234642
47703,11234724
47704,11234767
47705,11234784
47706,11234992
47707,11235009
47708,11235079
47709,11235225
47710,11235257
47711,11235352
47712,11235421
47713,11235431
47714,11235442
47715,11235473
47716,11235536
47717,11235555
47718,11235591
47719,11235607
47720,11235659
47721,11235721
47722,11235754
47723,11235807
47724,11235820
47725,11235995
47726,11236012
47727,11236046
47728,11236067
47729,11236100
47730,11236130
47731,11236138
47732,11236173
47733,11236185
47734,11236244
47735,11236245
47736,11236304
47737,11236361
47738,11236428
47739,11236533
47740,11236574
47741,11236578
47742,11236633
47743,11236715
47744,11236729
47745,11236733
47746,11236769
47747,11236884
47748,11236952
47749,11237005
47750,11237020
47751,11237036
47752,11237054
47753,11237274
47754,11237330
47755,11237428
47756,11237462
47757,11237466
47758,11240313
47759,11240404
47760,11240418
47761,11240695
47762,11240720
47763,11240775
47764,11240798
47765,11240918
47766,11241000
47767,11241120
47768,11241285
47769,11241294
47770,11241296
47771,11241330
47772,11241531
47773,11241560
47774,11241638
47775,11241661
47776,11241767
47777,11241813
47778,11241864
47779,11241977
47780,11242076
47781,11242083
47782,11242100
47783,11242118
47784,11242181
47785,11242184
47786,11242276
47787,11242290
47788,11242357
47789,11242483
47790,11242595
47791,11242680
47792,11242804
47793,11242816
47794,11242874
47795,11242878
47796,11242929
47797,11242995
47798,11243008
47799,11243044
47800,11243068
47801,11243079
47802,11243149
47803,11243211
47804,11243300
47805,11243338
47806,11243362
47807,11243375
47808,11243452
47809,11243597
47810,11243689
47811,11243703
47812,11243884
47813,11244023
47814,11244028
47815,11244225
47816,11244430
47817,11244474
47818,11244481
47819,11244513
47820,11244528
47821,11244620
47822,11244628
47823,11244647
47824,11244736
47825,11244749
47826,11244788
47827,11244804
47828,11244846
47829,11245038
47830,11245257
47831,11245408
47832,11245603
47833,11245707
47834,11245710
47835,11245884
47836,11245929
47837,11245969
47838,11246056
47839,11246059
47840,11246077
47841,11246113
47842,11246161
47843,11246207
47844,11246246
47845,11246268
47846,11246277
47847,11246353
47848,11246357
47849,11246426
47850,11246438
47851,11246638
47852,11247172
47853,11247251
47854,11247375
47855,11247424
47856,11247716
47857,11249684
47858,11249833
47859,11249864
47860,11249906
47861,11249951
47862,11249970
47863,11250105
47864,11250116
47865,11250137
47866,11250150
47867,11250215
47868,11250251
47869,11250254
47870,11250290
47871,11250301
47872,11250303
47873,11250398
47874,11250420
47875,11250428
47876,11250437
47877,11250455
47878,11250456
47879,11250572
47880,11250605
47881,11250753
47882,11250801
47883,11250822
47884,11250868
47885,11250887
47886,11250894
47887,11251075
47888,11251134
47889,11251166
47890,11251186
47891,11251292
47892,11251425
47893,11251444
47894,11251671
47895,11251840
47896,11251881
47897,11251909
47898,11251919
47899,11251960
47900,11252125
47901,11252322
47902,11252376
47903,11252790
47904,11252823
47905,11253018
47906,11253052
47907,11253138
47908,11253139
47909,11253145
47910,11253301
47911,11253495
47912,11253533
47913,11253612
47914,11253752
47915,11253772
47916,11253811
47917,11253827
47918,11253938
47919,11254042
47920,11254094
47921,11254103
47922,11254309
47923,11254322
47924,11254382
47925,11254569
47926,11255231
47927,11255640
47928,11255655
47929,11255761
47930,11255787
47931,11256098
47932,11256100
47933,11259679
47934,11259686
47935,11259788
47936,11259993
47937,11260021
47938,11260053
47939,11260078
47940,11260083
47941,11260104
47942,11260114
47943,11282352
47944,11282406
47945,11282587
47946,11283615
47947,11283677
47948,11283700
47949,11283744
47950,11283760
47951,11283780
47952,11283856
47953,11283905
47954,11284169
47955,11284178
47956,11284239
47957,11284307
47958,11284378
47959,11284400
47960,11284475
47961,11284551
47962,11284612
47963,11284655
47964,11284671
47965,11284704
47966,11284715
47967,11284733
47968,11284770
47969,11284772
47970,11284834
47971,11284885
47972,11284895
47973,11284903
47974,11284916
47975,11284923
47976,11285018
47977,11285053
47978,11285181
47979,11285188
47980,11285226
47981,11285241
47982,11285251
47983,11285303
47984,11285388
47985,11285429
47986,11285578
47987,11285694
47988,11285784
47989,11285786
47990,11285840
47991,11285959
47992,11285983
47993,11286059
47994,11286496
47995,11286519
47996,11286550
47997,11286729
47998,11286822
47999,11286839
48000,11286859
48001,11287047
48002,11287050
48003,11287114
48004,11287138
48005,11287197
48006,11287199
48007,11287265
48008,11287500
48009,11287611
48010,11287828
48011,11287871
48012,11287920
48013,11287923
48014,11287956
48015,11288051
48016,11288092
48017,11288155
48018,11288253
48019,11288302
48020,11288305
48021,11288312
48022,11288333
48023,11288344
48024,11288382
48025,11288490
48026,11288492
48027,11288505
48028,11288631
48029,11288700
48030,11288711
48031,11288734
48032,11288772
48033,11288807
48034,11288856
48035,11288883
48036,11288932
48037,11289027
48038,11289360
48039,11289385
48040,11289396
48041,11289527
48042,11289667
48043,11289685
48044,11289771
48045,11289888
48046,11290089
48047,11290106
48048,11290173
48049,11290189
48050,11290226
48051,11290297
48052,11290443
48053,11290545
48054,11290555
48055,11293747
48056,11293821
48057,11293829
48058,11293944
48059,11294091
48060,11294128
48061,11294143
48062,11294153
48063,11294154
48064,11294155
48065,11294249
48066,11294271
48067,11294273
48068,11294368
48069,11294604
48070,11294618
48071,11294688
48072,11294698
48073,11294748
48074,11294822
48075,11294849
48076,11295004
48077,11295104
48078,11295159
48079,11295256
48080,11295283
48081,11295383
48082,11295395
48083,11295401
48084,11295417
48085,11295623
48086,11295627
48087,11295647
48088,11295719
48089,11295753
48090,11295802
48091,11295834
48092,11295840
48093,11295858
48094,11295878
48095,11295933
48096,11295949
48097,11296048
48098,11296117
48099,11296182
48100,11296220
48101,11296251
48102,11296375
48103,11296384
48104,11296684
48105,11296724
48106,11296785
48107,11296807
48108,11296946
48109,11297002
48110,11297005
48111,11297039
48112,11297159
48113,11297198
48114,11297233
48115,11297367
48116,11297421
48117,11297440
48118,11297486
48119,11297610
48120,11297653
48121,11297682
48122,11297686
48123,11297740
48124,11297763
48125,11297793
48126,11297910
48127,11297936
48128,11297989
48129,11298038
48130,11298123
48131,11298139
48132,11298160
48133,11298180
48134,11298254
48135,11298255
48136,11298298
48137,11298330
48138,11298430
48139,11298442
48140,11298697
48141,11298701
48142,11298999
48143,11299080
48144,11299155
48145,11299203
48146,11299239
48147,11299242
48148,11299265
48149,11299286
48150,11299294
48151,11299398
48152,11299407
48153,11299485
48154,11299520
48155,11299675
48156,11299879
48157,11300316
48158,11300338
48159,11302187
48160,11302211
48161,11302230
48162,11302413
48163,11302445
48164,11302654
48165,11302800
48166,11302847
48167,11302871
48168,11302905
48169,11302950
48170,11303012
48171,11303114
48172,11303115
48173,11303133
48174,11303195
48175,11303266
48176,11303267
48177,11303289
48178,11303308
48179,11303367
48180,11303391
48181,11303402
48182,11303472
48183,11303492
48184,11303501
48185,11303539
48186,11303555
48187,11303615
48188,11303627
48189,11303734
48190,11303781
48191,11303815
48192,11303846
48193,11303891
48194,11303973
48195,11303983
48196,11304030
48197,11304041
48198,11304194
48199,11304230
48200,11304241
48201,11304370
48202,11304375
48203,11304440
48204,11304578
48205,11304756
48206,11304758
48207,11304769
48208,11304813
48209,11304867
48210,11304869
48211,11304874
48212,11304881
48213,11305184
48214,11305210
48215,11305312
48216,11305314
48217,11305408
48218,11305424
48219,11305530
48220,11305532
48221,11305587
48222,11305589
48223,11305631
48224,11305733
48225,11305762
48226,11305767
48227,11305769
48228,11305962
48229,11305996
48230,11306173
48231,11306215
48232,11306286
48233,11306302
48234,11306342
48235,11306374
48236,11306380
48237,11306398
48238,11306470
48239,11306528
48240,11306572
48241,11306693
48242,11306840
48243,11306862
48244,11306960
48245,11306973
48246,11307041
48247,11307788
48248,11307838
48249,11307982
48250,11308209
48251,11308216
48252,11308321
48253,11308566
48254,11308573
48255,11308587
48256,11308625
48257,11308639
48258,11308649
48259,11308712
48260,11308915
48261,11308999
48262,11309032
48263,11309388
48264,11312673
48265,11336402
48266,11336577
48267,11336849
48268,11336916
48269,11337023
48270,11337038
48271,11337052
48272,11337297
48273,11337359
48274,11337372
48275,11337581
48276,11337725
48277,11337763
