,KIC
11341,5516058
11342,5516246
11343,5516303
11344,5516410
11345,5516428
11346,5516466
11347,5516479
11348,5516506
11349,5516520
11350,5516578
11351,5516600
11352,5516649
11353,5516714
11354,5516720
11355,5516763
11356,5516839
11357,5516898
11358,5517211
11359,5517361
11360,5517480
11361,5517635
11362,5520450
11363,5520544
11364,5520561
11365,5520622
11366,5520823
11367,5520881
11368,5520985
11369,5521011
11370,5521152
11371,5521199
11372,5521364
11373,5521423
11374,5521428
11375,5521442
11376,5521529
11377,5521555
11378,5521703
11379,5521748
11380,5521781
11381,5521789
11382,5521834
11383,5521853
11384,5521874
11385,5521887
11386,5522022
11387,5522313
11388,5522339
11389,5522367
11390,5522397
11391,5522528
11392,5522535
11393,5522597
11394,5522608
11395,5522699
11396,5522757
11397,5522802
11398,5522929
11399,5522955
11400,5522970
11401,5523048
11402,5523114
11403,5523119
11404,5523471
11405,5523571
11406,5523658
11407,5523854
11408,5523865
11409,5523873
11410,5523937
11411,5524031
11412,5524115
11413,5524139
11414,5524262
11415,5524282
11416,5524340
11417,5524367
11418,5524373
11419,5524421
11420,5524633
11421,5524705
11422,5524763
11423,5524801
11424,5524851
11425,5524945
11426,5524974
11427,5525067
11428,5525226
11429,5525324
11430,5525342
11431,5525577
11432,5525582
11433,5525592
11434,5525594
11435,5525655
11436,5525716
11437,5525752
11438,5525754
11439,5525755
11440,5525898
11441,5526086
11442,5526176
11443,5526277
11444,5526411
11445,5526517
11446,5526527
11447,5526623
11448,5526686
11449,5526772
11450,5526906
11451,5526937
11452,5527100
11453,5527266
11454,5527352
11455,5528100
11456,5528123
11457,5528183
11458,5528226
11459,5528247
11460,5528284
11461,5528477
11462,5528562
11463,5528572
11464,5528650
11465,5528750
11466,5528867
11467,5528897
11468,5528922
11469,5529061
11470,5529098
11471,5529306
11472,5529310
11473,5529385
11474,5529387
11475,5529408
11476,5529415
11477,5529426
11478,5529552
11479,5529560
11480,5529629
11481,5529672
11482,5529682
11483,5529749
11484,5529842
11485,5529860
11486,5529977
11487,5529999
11488,5530115
11489,5530192
11490,5530201
11491,5530204
11492,5530420
11493,5530488
11494,5530555
11495,5530623
11496,5530646
11497,5530683
11498,5530705
11499,5530713
11500,5530734
11501,5530809
11502,5530832
11503,5530874
11504,5530882
11505,5530974
11506,5530979
11507,5531040
11508,5531150
11509,5531152
11510,5531319
11511,5531560
11512,5531567
11513,5531576
11514,5531604
11515,5531616
11516,5531741
11517,5531802
11518,5531826
11519,5531845
11520,5531858
11521,5533976
11522,5534193
11523,5534236
11524,5534332
11525,5534355
11526,5534545
11527,5534624
11528,5534783
11529,5534831
11530,5534914
11531,5534920
11532,5535004
11533,5535071
11534,5535079
11535,5535093
11536,5535192
11537,5535247
11538,5535350
11539,5535360
11540,5535402
11541,5535427
11542,5535479
11543,5535547
11544,5535588
11545,5535613
11546,5535735
11547,5535900
11548,5535988
11549,5536246
11550,5536266
11551,5536282
11552,5536388
11553,5536512
11554,5536526
11555,5536555
11556,5536573
11557,5536607
11558,5536613
11559,5536625
11560,5536695
11561,5536716
11562,5536851
11563,5536905
11564,5536952
11565,5536977
11566,5541569
11567,5541736
11568,5541842
11569,5541919
11570,5541981
11571,5542059
11572,5542197
11573,5542466
11574,5542488
11575,5542491
11576,5542613
11577,5542628
11578,5542714
11579,5542752
11580,5542787
11581,5543056
11582,5543141
11583,5543354
11584,5543377
11585,5543483
11586,5543638
11587,5543917
11588,5543936
11589,5543966
11590,5544071
11591,5544173
11592,5544323
11593,5544326
11594,5544402
11595,5544408
11596,5544413
11597,5544637
11598,5544646
11599,5544655
11600,5544711
11601,5544782
11602,5544866
11603,5545066
11604,5545295
11605,5545473
11606,5545508
11607,5545563
11608,5545794
11609,5545815
11610,5545902
11611,5545946
11612,5546021
11613,5546055
11614,5546255
11615,5546338
11616,5546446
11617,5546502
11618,5546590
11619,5546607
11620,5546700
11621,5546780
11622,5546818
11623,5546848
11624,5546942
11625,5546944
11626,5546974
11627,5547249
11628,5547315
11629,5547424
11630,5547480
11631,5547482
11632,5547510
11633,5550242
11634,5550495
11635,5550563
11636,5550756
11637,5550905
11638,5551222
11639,5551294
11640,5551310
11641,5551492
11642,5551504
11643,5551532
11644,5551676
11645,5551679
11646,5551698
11647,5551778
11648,5551819
11649,5551827
11650,5551876
11651,5551885
11652,5551915
11653,5552024
11654,5552319
11655,5552488
11656,5552552
11657,5552631
11658,5552900
11659,5553137
11660,5553145
11661,5553327
11662,5553330
11663,5553362
11664,5553445
11665,5553598
11666,5553642
11667,5553652
11668,5553710
11669,5553808
11670,5553834
11671,5554173
11672,5554197
11673,5554382
11674,5554574
11675,5554635
11676,5554798
11677,5555762
11678,5556265
11679,5556342
11680,5556579
11681,5556603
11682,5556630
11683,5556704
11684,5556760
11685,5556830
11686,5556976
11687,5557049
11688,5557145
11689,5557151
11690,5557167
11691,5557240
11692,5557273
11693,5557286
11694,5557290
11695,5557392
11696,5557790
11697,5557796
11698,5557813
11699,5557815
11700,5557821
11701,5557825
11702,5557875
11703,5557901
11704,5558111
11705,5558152
11706,5558257
11707,5558294
11708,5558317
11709,5558350
11710,5558420
11711,5558516
11712,5558591
11713,5558669
11714,5558801
11715,5558845
11716,5558914
11717,5558962
11718,5559056
11719,5559057
11720,5559082
11721,5559086
11722,5559280
11723,5559446
11724,5559470
11725,5559576
11726,5559584
11727,5559805
11728,5559847
11729,5559948
11730,5560139
11731,5560285
11732,5560448
11733,5560472
11734,5560507
11735,5560560
11736,5560779
11737,5560811
11738,5560850
11739,5560853
11740,5560934
11741,5560949
11742,5560966
11743,5561057
11744,5561216
11745,5561452
11746,5561653
11747,5561695
11748,5561697
11749,5561755
11750,5561899
11751,5562090
11752,5562149
11753,5562244
11754,5562249
11755,5562457
11756,5562507
11757,5562635
11758,5562735
11759,5563041
11760,5563059
11761,5563209
11762,5563287
11763,5563300
11764,5563561
11765,5563578
11766,5563598
11767,5563780
11768,5563787
11769,5563876
11770,5563980
11771,5564047
11772,5564082
11773,5564175
11774,5564250
11775,5564331
11776,5564427
11777,5564604
11778,5564684
11779,5564732
11780,5564757
11781,5564784
11782,5564865
11783,5565054
11784,5565080
11785,5565146
11786,5565183
11787,5565315
11788,5565387
11789,5565429
11790,5565492
11791,5565606
11792,5565638
11793,5565731
11794,5565734
11795,5565771
11796,5566206
11797,5566223
11798,5566277
11799,5566412
11800,5566503
11801,5566642
11802,5566913
11803,5566929
11804,5567006
11805,5567065
11806,5567231
11807,5567292
11808,5567557
11809,5567685
11810,5567993
11811,5568157
11812,5568265
11813,5596373
11814,5596546
11815,5596587
11816,5597079
11817,5597401
11818,5597406
11819,5597637
11820,5597644
11821,5597724
11822,5597863
11823,5597970
11824,5598026
11825,5598030
11826,5598060
11827,5598079
11828,5598098
11829,5598343
11830,5598360
11831,5598443
11832,5598452
11833,5598494
11834,5598500
11835,5598526
11836,5598595
11837,5598773
11838,5599193
11839,5599265
11840,5599314
11841,5599520
11842,5599591
11843,5599683
11844,5599770
11845,5599774
11846,5599857
11847,5599911
11848,5600460
11849,5600815
11850,5600825
11851,5600842
11852,5600856
11853,5600858
11854,5600905
11855,5601124
11856,5601153
11857,5601236
11858,5601391
11859,5601641
11860,5601648
11861,5601664
11862,5601682
11863,5601723
11864,5601837
11865,5601851
11866,5601906
11867,5602069
11868,5602156
11869,5602382
11870,5602405
11871,5602413
11872,5602454
11873,5602459
11874,5602489
11875,5602508
11876,5602588
11877,5602602
11878,5602666
11879,5602865
11880,5602891
11881,5602945
11882,5602960
11883,5603019
11884,5603046
11885,5603201
11886,5603284
11887,5603295
11888,5603310
11889,5603326
11890,5603377
11891,5603441
11892,5603457
11893,5603462
11894,5603605
11895,5603616
11896,5603639
11897,5603674
11898,5606680
11899,5606700
11900,5606767
11901,5606867
11902,5606888
11903,5607107
11904,5607266
11905,5607335
11906,5607649
11907,5607655
11908,5607668
11909,5607906
11910,5607932
11911,5607953
11912,5607957
11913,5608010
11914,5608103
11915,5608120
11916,5608171
11917,5608176
11918,5608223
11919,5608315
11920,5608333
11921,5608478
11922,5608670
11923,5608729
11924,5608865
11925,5608920
11926,5608986
11927,5609010
11928,5609232
11929,5609456
11930,5609593
11931,5609612
11932,5609774
11933,5609851
11934,5609936
11935,5609941
11936,5609982
11937,5610049
11938,5610099
11939,5610150
11940,5610169
11941,5610274
11942,5610347
11943,5610410
11944,5610463
11945,5610512
11946,5610655
11947,5610690
11948,5610815
11949,5610964
11950,5611371
11951,5611424
11952,5611481
11953,5611497
11954,5611535
11955,5611572
11956,5611701
11957,5611880
11958,5611912
11959,5611924
11960,5611934
11961,5611966
11962,5612025
11963,5612057
11964,5612248
11965,5612321
11966,5612464
11967,5612478
11968,5612500
11969,5612501
11970,5612527
11971,5612613
11972,5612665
11973,5612930
11974,5613033
11975,5613039
11976,5613120
11977,5613218
11978,5613396
11979,5613532
11980,5613597
11981,5613643
11982,5613821
11983,5613835
11984,5614046
11985,5614236
11986,5614380
11987,5614602
11988,5614873
11989,5614903
11990,5614968
11991,5615277
11992,5615405
11993,5615457
11994,5615496
11995,5615605
11996,5615713
11997,5615721
11998,5615743
11999,5616031
12000,5616190
12001,5616198
12002,5616236
12003,5616246
12004,5616342
12005,5616412
12006,5616432
12007,5616441
12008,5616471
12009,5616514
12010,5616600
12011,5616652
12012,5616680
12013,5616946
12014,5616967
12015,5617043
12016,5617044
12017,5617123
12018,5617135
12019,5617171
12020,5617415
12021,5617499
12022,5617626
12023,5617716
12024,5617780
12025,5617797
12026,5617809
12027,5617977
12028,5618072
12029,5620329
12030,5620545
12031,5620591
12032,5620706
12033,5620729
12034,5620746
12035,5620856
12036,5621043
12037,5621054
12038,5621068
12039,5621105
12040,5621192
12041,5621194
12042,5621213
12043,5621214
12044,5621250
12045,5621298
12046,5621443
12047,5621504
12048,5621751
12049,5621772
12050,5621887
12051,5621894
12052,5621950
12053,5622276
12054,5622640
12055,5622709
12056,5622796
12057,5622911
12058,5622915
12059,5623028
12060,5623055
12061,5623137
12062,5623194
12063,5623209
12064,5623254
12065,5623300
12066,5623319
12067,5623358
12068,5623490
12069,5623507
12070,5623589
12071,5623599
12072,5623635
12073,5623642
12074,5623673
12075,5623852
12076,5628536
12077,5628695
12078,5628737
12079,5628851
12080,5629093
12081,5629172
12082,5629627
12083,5629754
12084,5629759
12085,5629791
12086,5629927
12087,5630090
12088,5630119
12089,5630274
12090,5630291
12091,5630323
12092,5630440
12093,5630544
12094,5630581
12095,5630641
12096,5630676
12097,5630944
12098,5630953
12099,5631031
12100,5631042
12101,5631073
12102,5631339
12103,5631461
12104,5631580
12105,5631970
12106,5632035
12107,5632050
12108,5632104
12109,5632118
12110,5632137
12111,5632288
12112,5632377
12113,5632529
12114,5632564
12115,5632701
12116,5632979
12117,5633009
12118,5633160
12119,5633167
12120,5633179
12121,5633227
12122,5633236
12123,5633283
12124,5633305
12125,5633326
12126,5633401
12127,5633439
12128,5636271
12129,5636407
12130,5636453
12131,5636536
12132,5636788
12133,5637012
12134,5637287
12135,5637289
12136,5637313
12137,5637317
12138,5637448
12139,5637589
12140,5637772
12141,5637805
12142,5637948
12143,5637969
12144,5638061
12145,5638251
12146,5638257
12147,5638494
12148,5638555
12149,5638608
12150,5638632
12151,5638654
12152,5638856
12153,5638969
12154,5639370
12155,5639444
12156,5639518
12157,5639910
12158,5639968
12159,5640085
12160,5640166
12161,5640303
12162,5640471
12163,5640516
12164,5640552
12165,5640849
12166,5640885
12167,5640894
12168,5640898
12169,5640952
12170,5641239
12171,5641273
12172,5641513
12173,5641801
12174,5642620
12175,5642725
12176,5643380
12177,5643492
12178,5643937
12179,5644133
12180,5644193
12181,5644209
12182,5644309
12183,5644322
12184,5644412
12185,5644613
12186,5644935
12187,5644948
12188,5644969
12189,5645063
12190,5645170
12191,5645767
12192,5645776
12193,5645927
12194,5646103
12195,5646300
12196,5646301
12197,5646350
12198,5646493
12199,5646606
12200,5646890
12201,5646973
12202,5647262
12203,5647432
12204,5647463
12205,5647542
12206,5647701
12207,5647711
12208,5647802
12209,5647952
12210,5647960
12211,5648291
12212,5648294
12213,5648428
12214,5648556
12215,5648616
12216,5648867
12217,5648907
12218,5649071
12219,5649114
12220,5649145
12221,5649155
12222,5649215
12223,5649286
12224,5649723
12225,5649757
12226,5649849
12227,5649926
12228,5650200
12229,5650314
12230,5650411
12231,5650729
12232,5651229
12233,5651304
12234,5651496
12235,5651498
12236,5651627
12237,5651656
12238,5651846
12239,5651921
12240,5652007
12241,5652010
12242,5652179
12243,5652294
12244,5652368
12245,5652411
12246,5652430
12247,5652439
12248,5652485
12249,5652786
12250,5652832
12251,5653075
12252,5653514
12253,5653557
12254,5653629
12255,5653693
12256,5653755
12257,5653796
12258,5653804
12259,5653884
12260,5653964
12261,5654027
12262,5654092
12263,5682476
12264,5682505
12265,5682594
12266,5682812
12267,5682841
12268,5682914
12269,5682921
12270,5682934
12271,5683004
12272,5683131
12273,5683152
12274,5683160
12275,5683195
12276,5683265
12277,5683375
12278,5683390
12279,5683445
12280,5683450
12281,5683718
12282,5683727
12283,5683734
12284,5683934
12285,5684144
12286,5684316
12287,5684338
12288,5684361
12289,5684362
12290,5684613
12291,5684755
12292,5684998
12293,5685114
12294,5685160
12295,5685180
12296,5685194
12297,5685339
12298,5685402
12299,5685403
12300,5685509
12301,5685700
12302,5685705
12303,5685799
12304,5685838
12305,5685898
12306,5685924
12307,5685963
12308,5686013
12309,5686072
12310,5686098
12311,5686435
12312,5686620
12313,5686647
12314,5686696
12315,5686723
12316,5686819
12317,5686888
12318,5686944
12319,5686957
12320,5687012
12321,5687156
12322,5687323
12323,5687348
12324,5687384
12325,5687480
12326,5687528
12327,5687665
12328,5687723
12329,5687757
12330,5687809
12331,5687860
12332,5687909
12333,5687935
12334,5687941
12335,5687980
12336,5688154
12337,5688216
12338,5688255
12339,5688298
12340,5688334
12341,5688483
12342,5688534
12343,5688537
12344,5688622
12345,5688644
12346,5688683
12347,5688761
12348,5688775
12349,5688791
12350,5688792
12351,5688840
12352,5688953
12353,5689016
12354,5689118
12355,5689142
12356,5689163
12357,5689202
12358,5689342
12359,5689351
12360,5689509
12361,5689543
12362,5689562
12363,5689665
12364,5689747
12365,5689996
12366,5690067
12367,5690085
12368,5690089
12369,5690106
12370,5690129
12371,5690315
12372,5690319
12373,5693039
12374,5693143
12375,5693155
12376,5693196
12377,5693208
12378,5693353
12379,5693438
12380,5693495
12381,5693503
12382,5693603
12383,5693620
12384,5693740
12385,5693747
12386,5693753
12387,5693804
12388,5693832
12389,5693861
12390,5693869
12391,5693894
12392,5693926
12393,5693982
12394,5693985
12395,5694104
12396,5694127
12397,5694225
12398,5694284
12399,5694390
12400,5694671
12401,5694786
12402,5694787
12403,5694966
12404,5695004
12405,5695041
12406,5695049
12407,5695056
12408,5695060
12409,5695085
12410,5695091
12411,5695124
12412,5695154
12413,5695159
12414,5695213
12415,5695363
12416,5695372
12417,5695396
12418,5695415
12419,5695600
12420,5695673
12421,5695719
12422,5696194
12423,5696218
12424,5696517
12425,5696518
12426,5696527
12427,5696576
12428,5696614
12429,5696628
12430,5696642
12431,5696702
12432,5696716
12433,5696749
12434,5696797
12435,5696909
12436,5697009
12437,5697040
12438,5697291
12439,5697395
12440,5697440
12441,5697477
12442,5697544
12443,5697628
12444,5697805
12445,5697935
12446,5698005
12447,5698009
12448,5698015
12449,5698223
12450,5698236
12451,5698339
12452,5698456
12453,5698511
12454,5698515
12455,5698607
12456,5698676
12457,5698707
12458,5698728
12459,5698762
12460,5699171
12461,5699837
12462,5699880
12463,5699900
12464,5700025
12465,5700039
12466,5700102
12467,5700158
12468,5700177
12469,5700200
12470,5700219
12471,5700268
12472,5700271
12473,5700315
12474,5700336
12475,5700565
12476,5701184
12477,5701440
12478,5701529
12479,5701740
12480,5701870
12481,5701925
12482,5701959
12483,5701973
12484,5701994
12485,5702065
12486,5702188
12487,5702228
12488,5702236
12489,5702284
12490,5702383
12491,5702405
12492,5702431
12493,5702435
12494,5702512
12495,5702550
12496,5702628
12497,5702631
12498,5702672
12499,5702680
12500,5702820
12501,5702872
12502,5703115
12503,5703135
12504,5703150
12505,5703182
12506,5703234
12507,5703280
12508,5703302
12509,5703308
12510,5705556
12511,5705590
12512,5705618
12513,5705652
12514,5705691
12515,5705819
12516,5705835
12517,5705957
12518,5705974
12519,5705986
12520,5706047
12521,5706099
12522,5706110
12523,5706170
12524,5706201
12525,5706288
12526,5706292
12527,5706439
12528,5706558
12529,5706589
12530,5706595
12531,5706597
12532,5706636
12533,5706722
12534,5706756
12535,5706798
12536,5706841
12537,5706891
12538,5706921
12539,5706966
12540,5707055
12541,5707094
12542,5707147
12543,5707182
12544,5707210
12545,5707264
12546,5707316
12547,5707352
12548,5707362
12549,5707412
12550,5707420
12551,5707505
12552,5707524
12553,5707539
12554,5707565
12555,5707589
12556,5707592
12557,5707675
12558,5707706
12559,5707868
12560,5707969
12561,5708018
12562,5708118
12563,5708178
12564,5708183
12565,5708197
12566,5708243
12567,5708486
12568,5708509
12569,5708771
12570,5708974
12571,5709012
12572,5709057
12573,5709079
12574,5709127
12575,5709204
12576,5709205
12577,5709326
12578,5709343
12579,5709496
12580,5709538
12581,5709547
12582,5709582
12583,5709611
12584,5709725
12585,5709821
12586,5709882
12587,5709904
12588,5709912
12589,5709938
12590,5709966
12591,5710051
12592,5710077
12593,5710083
12594,5715088
12595,5715119
12596,5715408
12597,5715436
12598,5715469
12599,5715630
12600,5715725
12601,5715752
12602,5715763
12603,5715819
12604,5715963
12605,5716081
12606,5716224
12607,5716285
12608,5716287
12609,5716328
12610,5716492
12611,5716734
12612,5716742
12613,5716766
12614,5716781
12615,5716958
12616,5717017
12617,5717050
12618,5717155
12619,5717218
12620,5717286
12621,5717352
12622,5717638
12623,5717687
12624,5717718
12625,5717741
12626,5717832
12627,5717839
12628,5717893
12629,5718054
12630,5718404
12631,5718428
12632,5721441
12633,5721447
12634,5721546
12635,5721669
12636,5721805
12637,5721958
12638,5721986
12639,5722057
12640,5722229
12641,5722234
12642,5722327
12643,5722425
12644,5722506
12645,5722533
12646,5722668
12647,5722703
12648,5722734
12649,5723114
12650,5723313
12651,5723485
12652,5723541
12653,5723667
12654,5723684
12655,5723764
12656,5723766
12657,5723911
12658,5724060
12659,5724105
12660,5724158
12661,5724212
12662,5724266
12663,5724462
12664,5724612
12665,5724694
12666,5724813
12667,5724836
12668,5724837
12669,5724853
12670,5724958
12671,5725017
12672,5725058
12673,5725202
12674,5725323
12675,5725554
12676,5725611
12677,5725672
12678,5725977
12679,5726023
12680,5726061
12681,5726143
12682,5726261
12683,5726373
12684,5726425
12685,5726557
12686,5726771
12687,5726850
12688,5726910
12689,5726986
12690,5727014
12691,5727172
12692,5727732
12693,5727770
12694,5727846
12695,5727971
12696,5728073
12697,5728079
12698,5728249
12699,5728422
12700,5728906
12701,5729050
12702,5729315
12703,5729397
12704,5729682
12705,5729687
12706,5729870
12707,5729931
12708,5730356
12709,5730445
12710,5730494
12711,5730530
12712,5730566
12713,5730813
12714,5731946
12715,5731978
12716,5732411
12717,5732473
12718,5732553
12719,5732672
12720,5732728
12721,5732773
12722,5732782
12723,5732812
12724,5733003
12725,5733043
12726,5733090
12727,5733202
12728,5733223
12729,5733660
12730,5733815
12731,5733828
12732,5733844
12733,5733906
12734,5734046
12735,5734187
12736,5734417
12737,5734440
12738,5734524
12739,5734573
12740,5734690
12741,5734693
12742,5734926
12743,5734931
12744,5734976
12745,5735063
12746,5735207
12747,5735222
12748,5735286
12749,5735312
12750,5735519
12751,5735684
12752,5735717
12753,5735725
12754,5735762
12755,5735981
12756,5736188
12757,5736325
12758,5736425
12759,5736540
12760,5736643
12761,5736728
12762,5736860
12763,5736868
12764,5736927
12765,5736955
12766,5737016
12767,5737117
12768,5737193
12769,5737442
12770,5737659
12771,5737869
12772,5737921
12773,5738091
12774,5738404
12775,5738496
12776,5738669
12777,5739054
12778,5767380
12779,5767438
12780,5767509
12781,5767568
12782,5767580
12783,5767585
12784,5767592
12785,5767689
12786,5767889
12787,5767981
12788,5768008
12789,5768082
12790,5768091
12791,5768188
12792,5768196
12793,5768295
12794,5768311
12795,5768406
12796,5768518
12797,5768540
12798,5768601
12799,5768635
12800,5768651
12801,5768652
12802,5768734
12803,5768816
12804,5768954
12805,5768999
12806,5769206
12807,5769403
12808,5769456
12809,5769480
12810,5769712
12811,5769953
12812,5770018
12813,5770074
12814,5770078
12815,5770184
12816,5770200
12817,5770231
12818,5770307
12819,5770329
12820,5770364
12821,5770387
12822,5770405
12823,5770642
12824,5770648
12825,5770769
12826,5770995
12827,5771126
12828,5771158
12829,5771570
12830,5771704
12831,5771734
12832,5771796
12833,5771956
12834,5771998
12835,5772278
12836,5772330
12837,5772375
12838,5772419
12839,5772512
12840,5772578
12841,5772716
12842,5772724
12843,5772789
12844,5772806
12845,5772829
12846,5772912
12847,5772948
12848,5772967
12849,5773001
12850,5773013
12851,5773035
12852,5773058
12853,5773066
12854,5773088
12855,5773121
12856,5773133
12857,5773135
12858,5773146
12859,5773164
12860,5773194
12861,5773265
12862,5773346
12863,5773403
12864,5773407
12865,5773422
12866,5773478
12867,5773489
12868,5773497
12869,5773601
12870,5773656
12871,5773717
12872,5773784
12873,5773826
12874,5773858
12875,5774011
12876,5774013
12877,5774058
12878,5774213
12879,5774239
12880,5774321
12881,5774328
12882,5774349
12883,5774525
12884,5774531
12885,5774569
12886,5774752
12887,5774799
12888,5774834
12889,5774865
12890,5774878
12891,5774920
12892,5774948
12893,5774954
12894,5774972
12895,5775014
12896,5775090
12897,5775112
12898,5775195
12899,5775290
12900,5775302
12901,5775357
12902,5778913
12903,5778943
12904,5778952
12905,5779130
12906,5779176
12907,5779190
12908,5779224
12909,5779247
12910,5779298
12911,5779308
12912,5779324
12913,5779510
12914,5779533
12915,5779590
12916,5779621
12917,5779658
12918,5779809
12919,5779854
12920,5779873
12921,5779914
12922,5779962
12923,5780032
12924,5780049
12925,5780123
12926,5780194
12927,5780233
12928,5780262
12929,5780269
12930,5780272
12931,5780309
12932,5780322
12933,5780336
12934,5780352
12935,5780381
12936,5780429
12937,5780458
12938,5780503
12939,5780580
12940,5780592
12941,5780715
12942,5780930
12943,5781096
12944,5781247
12945,5781444
12946,5781516
12947,5781529
12948,5781559
12949,5781710
12950,5781739
12951,5781747
12952,5781846
12953,5781851
12954,5781965
12955,5781991
12956,5782121
12957,5782134
12958,5782223
12959,5782278
12960,5782325
12961,5782452
12962,5782487
12963,5782501
12964,5782535
12965,5782660
12966,5782709
12967,5782710
12968,5782933
12969,5782991
12970,5783009
12971,5783047
12972,5783056
12973,5783181
12974,5783226
12975,5783233
12976,5783358
12977,5783430
12978,5783432
12979,5783441
12980,5783468
12981,5783628
12982,5783658
12983,5783685
12984,5783715
12985,5783788
12986,5783884
12987,5783898
12988,5783938
12989,5784065
12990,5784122
12991,5784153
12992,5784252
12993,5784256
12994,5784274
12995,5784291
12996,5784336
12997,5784345
12998,5784457
12999,5784777
13000,5784803
13001,5784942
13002,5784998
13003,5785206
13004,5785279
13005,5785418
13006,5785631
13007,5785686
13008,5785740
13009,5785769
13010,5785809
13011,5785910
13012,5786072
13013,5786132
13014,5786235
13015,5786392
13016,5786500
13017,5786510
13018,5786676
13019,5786751
13020,5786810
13021,5786821
13022,5787132
13023,5787437
13024,5787689
13025,5787692
13026,5787762
13027,5787864
13028,5787868
13029,5787877
13030,5787921
13031,5788002
13032,5788010
13033,5788095
13034,5788112
13035,5788128
13036,5788405
13037,5788426
13038,5788648
13039,5788666
13040,5790645
13041,5790745
13042,5790806
13043,5790843
13044,5790844
13045,5790848
13046,5790861
13047,5790975
13048,5790980
13049,5791022
13050,5791047
13051,5791052
13052,5791090
13053,5791096
13054,5791190
13055,5791255
13056,5791366
13057,5791390
13058,5791421
13059,5791529
13060,5791663
13061,5791696
13062,5791714
13063,5791848
13064,5791857
13065,5791986
13066,5791990
13067,5792039
13068,5792048
13069,5792079
13070,5792108
13071,5792128
13072,5792200
13073,5792202
13074,5792204
13075,5792216
13076,5792227
13077,5792242
13078,5792250
13079,5792307
13080,5792328
13081,5792374
13082,5792430
13083,5792517
13084,5792549
13085,5792653
13086,5792741
13087,5792764
13088,5792777
13089,5792850
13090,5792878
13091,5793062
13092,5793093
13093,5793112
13094,5793119
13095,5793127
13096,5793149
13097,5793275
13098,5793281
13099,5793322
13100,5793327
13101,5793463
13102,5793552
13103,5793619
13104,5793716
13105,5793738
13106,5793863
13107,5793963
13108,5793995
13109,5794006
13110,5794022
13111,5794265
13112,5794279
13113,5794339
13114,5794379
13115,5794459
13116,5794519
13117,5794542
13118,5794566
13119,5794570
13120,5794597
13121,5794600
13122,5794625
13123,5794687
13124,5794692
13125,5794694
13126,5794722
13127,5794739
13128,5794766
13129,5794792
13130,5794972
13131,5794987
13132,5795079
13133,5795128
13134,5795198
13135,5795237
13136,5795248
13137,5795259
13138,5795269
13139,5795358
13140,5795447
13141,5795551
13142,5795572
13143,5795649
13144,5795671
13145,5795834
13146,5795856
13147,5795900
13148,5795920
13149,5795938
13150,5795990
13151,5796000
13152,5796099
13153,5796113
13154,5796177
13155,5796186
13156,5796208
13157,5796240
13158,5796255
13159,5801273
13160,5801455
13161,5801501
13162,5801529
13163,5801599
13164,5801642
13165,5801712
13166,5801747
13167,5801783
13168,5801924
13169,5801940
13170,5802022
13171,5802026
13172,5802131
13173,5802144
13174,5802147
13175,5802190
13176,5802195
13177,5802284
13178,5802353
13179,5802438
13180,5802486
13181,5802621
13182,5802637
13183,5802666
13184,5802667
13185,5802750
13186,5802788
13187,5802921
13188,5803001
13189,5803007
13190,5803029
13191,5803150
13192,5803255
13193,5803334
13194,5803392
13195,5803415
13196,5803540
13197,5806670
13198,5806702
13199,5806765
13200,5806800
13201,5806860
13202,5806861
13203,5806976
13204,5807071
13205,5807191
13206,5807262
13207,5807303
13208,5807396
13209,5807441
13210,5807484
13211,5807795
13212,5807917
13213,5807998
13214,5808057
13215,5808142
13216,5808194
13217,5808236
13218,5808416
13219,5808421
13220,5808573
13221,5808638
13222,5808696
13223,5809110
13224,5809367
13225,5809390
13226,5809564
13227,5809567
13228,5809573
13229,5809639
13230,5809709
13231,5809727
13232,5809802
13233,5809890
13234,5810042
13235,5810112
13236,5810184
13237,5810240
13238,5810272
13239,5810383
13240,5810511
13241,5810714
13242,5810739
13243,5810783
13244,5811025
13245,5811054
13246,5811242
13247,5811262
13248,5811270
13249,5811352
13250,5811371
13251,5811389
13252,5811650
13253,5811654
13254,5811897
13255,5811937
13256,5812244
13257,5812344
13258,5812449
13259,5812596
13260,5812654
13261,5812809
13262,5812868
13263,5812944
13264,5812960
13265,5812979
13266,5813392
13267,5813613
13268,5813705
13269,5813937
13270,5814041
13271,5814100
13272,5814104
13273,5814365
13274,5814391
13275,5814423
13276,5814596
13277,5815219
13278,5816048
13279,5816100
13280,5816165
13281,5816179
13282,5816232
13283,5816474
13284,5816513
13285,5816667
13286,5816706
13287,5817072
13288,5817096
13289,5817197
13290,5817209
13291,5817282
13292,5817315
13293,5817362
13294,5817374
13295,5817457
13296,5817578
13297,5817643
13298,5817644
13299,5817841
13300,5817908
13301,5817947
13302,5818099
13303,5818104
13304,5818415
13305,5818573
13306,5818575
13307,5818739
13308,5818756
13309,5818851
13310,5818866
13311,5819225
13312,5819235
13313,5819256
13314,5819814
13315,5819969
13316,5820068
13317,5820132
13318,5820276
13319,5820399
13320,5820449
13321,5820540
13322,5820546
13323,5820605
13324,5820666
13325,5820821
13326,5820851
13327,5820938
13328,5820983
13329,5821060
13330,5821354
13331,5821690
13332,5822286
13333,5822517
13334,5823133
13335,5823143
13336,5823237
13337,5823474
13338,5823491
13339,5823825
